host_since,host_identity_verified,neighbourhood,property_type,room_type,bed_type,cancellation_policy,host_listings_count,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,minimum_nights,number_of_reviews,review_scores_rating,reviews_per_month,latitude,longitude,days,needsIndex,price
2012-09-23,TRUE,Dovercourt Park,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,3,2,1,0,1,0,50,0.00,28,15,97,0.91,43.66451043,-79.42930678,2206,0.741246136,59.00
2016-01-09,FALSE,Kensington Market,House,Entire home/apt,Real Bed,strict_14_with_grace_period,5,3,1,2,1,133,30,20.00,1,95,92,4.32,43.65514026,-79.40262103,1003,0.694313126,78.00
2016-06-06,FALSE,Dovercourt Park,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,5,2,1,1,1,250,50,0.00,1,78,89,3.6,43.66858071,-79.4218376,854,0.722408935,56.00
2011-09-05,TRUE,Palmerston/Little Italy,Apartment,Entire home/apt,Real Bed,moderate,1,4,1,2,2,0,30,25.00,2,84,98,3.92,43.66213735,-79.42127002,2590,0.805421972,114.00
2016-12-12,FALSE,West Hill,House,Private room,Real Bed,flexible,1,3,1,1,2,0,57.72810448,0.00,2,1,20,0.48,43.77440563,-79.18739366,665,0.492153407,140.00
2015-04-27,TRUE,Pelmo Park,House,Entire home/apt,Real Bed,strict_14_with_grace_period,14,6,1,3,3,500,180,8.00,5,1,100,0.09,43.70924237,-79.52055658,1260,0.829436438,349.00
2015-04-27,TRUE,Pelmo Park,House,Entire home/apt,Real Bed,strict_14_with_grace_period,14,3,1,1,1,500,150,10.00,5,1,80,0.3,43.70995906,-79.52037668,1260,0.821636602,79.00
2013-03-04,TRUE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,0,50,0.00,90,2,100,0.1,43.64723931,-79.39376829,2044,0.664940375,131.00
2016-12-12,FALSE,Cabbagetown,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,1,1,2,0,28,20.00,3,39,96,1.92,43.66299714,-79.37536759,665,0.674915526,110.00
2014-07-30,TRUE,Downtown Toronto,Apartment,Private room,Real Bed,flexible,1,1,2,2,1,0,15,10.00,2,7,87,0.32,43.65408975,-79.38395864,1531,0.703663971,129.00
2014-05-15,TRUE,Islington,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,2,2,2,500,65,25.00,2,50,98,2.3,43.63952149,-79.53648892,1607,0.902599013,94.00
2016-12-05,TRUE,Mimico,House,Private room,Real Bed,strict_14_with_grace_period,3,1,1,1,1,0,57.72810448,0.00,6,12,92,0.62,43.61607595,-79.50508481,672,0.643217553,40.00
2016-09-05,FALSE,Old East York,House,Entire home/apt,Real Bed,flexible,4,6,2.5,2,2,500,85,10.00,2,32,98,1.48,43.69142021,-79.34272859,763,0.703663971,250.00
2015-08-06,FALSE,Entertainment District,Apartment,Entire home/apt,Real Bed,flexible,1,4,2,2,2,200,50,0.00,2,0,92,0,43.6416331,-79.38201454,1159,0.605980562,120.00
2010-07-22,TRUE,Forest Hill,House,Private room,Real Bed,flexible,2,2,1,1,1,150,0,15.00,3,10,90,0.53,43.68794441,-79.41897942,3000,0.664940375,56.00
2016-11-01,FALSE,Niagara,Condominium,Private room,Real Bed,flexible,1,2,1,1,1,0,57.72810448,0.00,2,0,92,0,43.63796571,-79.40579404,706,0.643217553,75.00
2012-03-13,TRUE,Financial District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,78,4,1,2,2,750,57.72810448,0.00,14,3,100,0.29,43.65094027,-79.38385798,2400,0.589558077,199.00
2016-05-31,TRUE,High Park North,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,2,1,1,1,0,100,0.00,2,34,94,1.86,43.65900027,-79.45766932,860,0.844449108,91.00
2016-04-03,TRUE,Stonegate-Queensway,Apartment,Entire home/apt,Real Bed,moderate,2,3,1,1,1,150,23,23.00,3,55,98,2.53,43.64842042,-79.49618156,918,0.654151605,69.00
2016-08-28,TRUE,Entertainment District,Apartment,Private room,Real Bed,moderate,1,2,2,1,1,0,30,30.00,1,179,97,8.34,43.64303734,-79.37880606,771,0.63241182,89.00
2015-06-24,TRUE,Niagara,Loft,Entire home/apt,Real Bed,moderate,1,2,2,1,1,0,50,0.00,5,77,98,4.13,43.64130631,-79.41689541,1202,0.857380442,110.00
2016-12-13,TRUE,Downtown Toronto,House,Private room,Real Bed,strict_14_with_grace_period,7,2,3,1,1,500,30,0.00,1,69,90,3.21,43.65240107,-79.39418193,664,0.508212521,45.00
2014-10-14,FALSE,Scarborough City Centre,Condominium,Private room,Real Bed,strict_14_with_grace_period,1,1,1,1,1,0,57.72810448,0.00,2,1,92,0.05,43.78192745,-79.2461227,1455,0.664940375,50.00
2013-03-08,TRUE,Roncesvalles,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,6,1,2,2,300,65,15.00,3,104,95,4.87,43.64107013,-79.44167915,2040,0.694313126,138.00
2016-12-14,FALSE,Woodbine/Lumsden,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,150,57.72810448,0.00,7,0,92,0,43.6917031,-79.31508106,663,0.508212521,100.00
2016-05-12,FALSE,High Park North,Townhouse,Private room,Real Bed,moderate,3,2,1,1,1,200,35,10.00,2,59,94,2.74,43.65887984,-79.46266787,879,0.770066708,39.00
2014-05-19,TRUE,Armour Heights,House,Entire home/apt,Real Bed,moderate,15,6,2,4,4,300,120,50.00,3,19,91,0.91,43.7590323,-79.42160347,1603,0.741246136,288.00
2014-06-17,FALSE,Casa Loma,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,3,6,1,2,2,900,125,35.00,3,47,98,2.19,43.68028041,-79.41296202,1574,0.821636602,175.00
2012-05-27,FALSE,Willowdale,House,Private room,Real Bed,moderate,57,1,1,1,1,150,40,0.00,1,10,90,0.53,43.77152416,-79.41007058,2325,0.664940375,27.00
2016-05-31,FALSE,Little Portugal,Apartment,Private room,Real Bed,moderate,1,2,1,1,1,150,27,17.00,3,35,99,1.63,43.65055243,-79.43251574,860,0.731778843,35.00
2015-09-26,TRUE,The Annex,House,Private room,Real Bed,moderate,5,1,1,1,1,0,25,20.00,4,2,100,0.09,43.66652522,-79.41316275,1108,0.684936731,70.00
2016-12-15,FALSE,Parkdale,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,1,1,0,57.72810448,0.00,1,7,83,0.41,43.63919393,-79.4249578,662,0.684936731,106.00
2012-08-01,TRUE,The Annex,House,Entire home/apt,Real Bed,moderate,1,3,1,1,1,0,60,10.00,3,6,96,0.31,43.67587938,-79.39983181,2259,0.731778843,67.00
2013-08-26,FALSE,Forest Hill,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,1,1,2,0,30,20.00,7,24,97,1.27,43.70118296,-79.42106719,1869,0.63241182,75.00
2015-02-19,FALSE,The Junction,Apartment,Entire home/apt,Real Bed,flexible,1,2,1,1,1,0,57.72810448,0.00,27,0,92,0,43.66150081,-79.47958029,1327,0.540691979,52.00
2016-07-08,TRUE,Wychwood Park,House,Entire home/apt,Real Bed,flexible,1,2,1,1,1,0,20,0.00,1,211,98,9.61,43.67552167,-79.43176649,822,0.694313126,91.00
2016-04-06,FALSE,Parkdale,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,8,2,1,0,1,250,85,0.00,3,5,92,0.23,43.63851747,-79.44372758,915,0.674915526,94.00
2016-12-15,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,moderate,7,6,1,2,4,0,49,10.00,1,99,88,4.57,43.6572672,-79.35868541,662,0.955420762,79.00
2014-07-18,TRUE,Fashion District,Condominium,Entire home/apt,Real Bed,flexible,1,2,1,1,1,500,70,15.00,2,55,97,2.57,43.64293784,-79.40047579,1543,0.674915526,178.00
2016-12-15,FALSE,Newtonbrook,Apartment,Entire home/apt,Real Bed,moderate,2,2,1,0,2,500,25,15.00,10,1,100,0.05,43.78330151,-79.43856103,662,0.788070176,59.00
2013-07-18,TRUE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,3,1,1,2,647,91,26.00,30,1,100,0.08,43.64117372,-79.39035267,1908,0.643217553,142.00
2016-05-03,FALSE,Palmerston/Little Italy,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,1,1,200,75,25.00,3,8,98,0.37,43.66027348,-79.4250847,888,0.643217553,91.00
2016-12-16,FALSE,Malvern,House,Private room,Real Bed,moderate,5,2,1,1,1,0,10,20.00,2,12,97,0.55,43.79582836,-79.2212281,661,0.589558077,30.00
2016-10-20,TRUE,West Humber,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,1,1,0,50,100.00,1,2,92,0.1,43.72427101,-79.617321,718,0.654151605,200.00
2015-11-17,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,45,3,1,1,2,300,75,30.00,2,30,89,1.41,43.64327332,-79.39251028,1056,0.821636602,159.00
2016-06-06,FALSE,Old East York,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,8,2.5,3,3,500,125,25.00,30,5,100,0.23,43.69346307,-79.33498145,854,0.741246136,250.00
2015-07-04,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,13,3,1,1,1,250,120,0.00,28,6,93,0.34,43.64257303,-79.38074859,1192,0.731778843,115.00
2016-10-31,TRUE,Dovercourt Park,House,Entire home/apt,Real Bed,strict_14_with_grace_period,2,6,1,2,3,352,60,10.00,1,118,85,5.4,43.66398068,-79.4346814,707,0.643217553,97.00
2012-03-13,TRUE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,78,2,1,1,1,500,57.72810448,0.00,6,4,75,0.19,43.64870095,-79.39379167,2400,0.573028442,155.00
2016-12-15,TRUE,Downtown Toronto,Apartment,Private room,Real Bed,moderate,7,3,1,1,2,0,28,20.00,1,70,91,3.41,43.65833554,-79.35716508,662,0.952546477,35.00
2016-12-15,TRUE,Downtown Toronto,Apartment,Private room,Real Bed,moderate,7,2,1,1,1,0,24,10.00,1,99,91,4.84,43.65696197,-79.35765797,662,0.946163192,28.00
2016-09-02,FALSE,Dovercourt Park,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,8,1,3,4,300,120,0.00,2,89,98,4.15,43.66501103,-79.42345393,766,0.869995519,199.00
2014-09-04,TRUE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,4,4,1,1,3,200,45,0.00,1,185,91,8.55,43.64114947,-79.39629402,1495,0.605980562,180.00
2013-10-15,FALSE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,16,10,2,4,4,600,182,20.00,1,109,90,5.09,43.65436398,-79.39557634,1819,0.684936731,211.00
2012-12-20,TRUE,Niagara,Apartment,Entire home/apt,Pull-out Sofa,moderate,1,2,1,0,1,0,35,0.00,4,19,92,1.32,43.63578473,-79.3996653,2118,0.654151605,89.00
2015-08-25,TRUE,Fashion District,Apartment,Private room,Real Bed,moderate,1,2,1,1,1,0,15,0.00,1,12,95,0.55,43.64712744,-79.39724267,1140,0.731778843,56.00
2015-10-31,TRUE,Downtown Toronto,Serviced apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,22,3,1,1,1,0,75,0.00,2,1,80,0.06,43.64129344,-79.39672868,1073,0.886998193,150.00
2013-10-20,TRUE,Trinity-Bellwoods,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,1,2,2,500,57.72810448,0.00,7,1,100,0.05,43.65607597,-79.40883081,1814,0.605980562,150.00
2014-12-27,TRUE,Agincourt,House,Private room,Real Bed,flexible,21,2,1,0,1,500,57.72810448,0.00,3,14,87,0.8,43.81593545,-79.27032387,1381,0.684936731,45.00
2016-12-19,TRUE,Roncesvalles,Apartment,Entire home/apt,Real Bed,moderate,1,6,1,1,3,200,20,10.00,1,201,92,9.79,43.65083858,-79.45070041,658,0.821636602,100.00
2016-06-16,TRUE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,3,1,1,2,500,90,50.00,3,88,94,4.19,43.65653289,-79.38297301,844,0.760408209,160.00
2015-05-12,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,37,6,1,1,2,1000,85,15.00,1,145,97,6.83,43.64472056,-79.39030131,1245,0.770066708,250.00
2016-12-19,FALSE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,moderate,1,4,1,2,2,0,75,0.00,2,48,96,2.22,43.66245661,-79.35747249,658,0.643217553,113.00
2016-12-19,TRUE,Weston,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,8,2,4,5,500,100,10.00,2,107,96,4.99,43.70397418,-79.51664837,658,0.897901036,210.00
2016-12-10,FALSE,Cliffside,Bungalow,Private room,Real Bed,strict_14_with_grace_period,4,1,1,1,1,1000,60,15.00,5,11,100,0.54,43.70560344,-79.25850731,667,0.654151605,19.00
2016-12-19,FALSE,Trinity-Bellwoods,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,8,1.5,3,4,250,65,20.00,2,104,90,4.76,43.6474169,-79.40882382,658,0.664940375,135.00
2015-04-12,FALSE,Downtown Toronto,Apartment,Private room,Real Bed,strict_14_with_grace_period,1,2,1,1,1,0,57.72810448,0.00,1,0,92,0,43.65437176,-79.39639106,1275,0.643217553,45.00
2015-07-16,TRUE,Parkdale,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,250,50,50.00,1,11,84,0.71,43.64259939,-79.42289393,1180,0.731778843,150.00
2012-03-13,TRUE,Niagara,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,78,2,1,1,1,500,57.72810448,0.00,5,4,90,0.21,43.638083,-79.40165707,2400,0.619765611,149.00
2016-11-15,FALSE,Dufferin Grove,House,Private room,Real Bed,strict_14_with_grace_period,12,1,1,1,1,250,30,0.00,2,3,87,0.45,43.65651841,-79.44581919,692,0.643217553,44.00
2012-03-13,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,78,2,1,1,1,500,57.72810448,0.00,28,1,40,0.05,43.64043698,-79.39291805,2400,0.63241182,169.00
2015-02-15,TRUE,Trinity-Bellwoods,Apartment,Private room,Real Bed,flexible,2,2,1,1,1,0,9,10.00,4,20,99,0.93,43.6497441,-79.42086383,1331,0.589558077,45.00
2013-09-15,FALSE,Downtown Toronto,House,Entire home/apt,Real Bed,strict_14_with_grace_period,2,3,1,1,1,300,75,0.00,3,20,95,1.12,43.64879157,-79.40461073,1849,0.770066708,175.00
2016-09-01,TRUE,Danforth Village,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,1,1,1,1,200,100,100.00,30,2,100,0.1,43.67903919,-79.34460186,767,0.573028442,79.00
2013-03-19,TRUE,Wychwood Park,House,Private room,Real Bed,flexible,3,1,0,1,1,0,40,15.00,20,6,100,0.31,43.67633273,-79.43210726,2029,0.805421972,38.00
2013-03-19,TRUE,Wychwood Park,House,Private room,Real Bed,moderate,3,1,1,1,1,0,40,10.00,4,8,100,0.41,43.67421029,-79.43190998,2029,0.654151605,40.00
2016-12-20,FALSE,Trinity-Bellwoods,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,1,1,1,1,200,25,0.00,3,7,80,0.33,43.6481037,-79.42039131,657,0.52441118,80.00
2015-01-19,TRUE,Little Portugal,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,0,50,50.00,2,41,98,3.06,43.64541199,-79.42980386,1358,0.779336398,80.00
2015-04-21,TRUE,Entertainment District,Condominium,Entire home/apt,Real Bed,moderate,8,2,1,1,1,650,65,0.00,2,127,98,6.18,43.64215427,-79.38093877,1266,0.694313126,178.00
2013-12-14,TRUE,Parkdale,Apartment,Entire home/apt,Real Bed,flexible,1,3,2,2,1,600,65,20.00,2,2,100,0.09,43.64296212,-79.42444926,1759,0.703663971,65.00
2016-12-13,TRUE,Downtown Toronto,House,Private room,Real Bed,strict_14_with_grace_period,7,2,4,1,1,500,30,0.00,1,70,90,3.34,43.65239524,-79.3929373,664,0.664940375,65.00
2016-07-11,FALSE,Little Portugal,Townhouse,Private room,Real Bed,strict_14_with_grace_period,1,2,1,1,1,0,20,0.00,1,72,97,3.34,43.65213095,-79.43136747,819,0.770066708,75.00
2013-08-05,TRUE,Trinity-Bellwoods,House,Private room,Real Bed,strict_14_with_grace_period,1,1,2,1,1,0,57.72810448,0.00,7,2,100,0.15,43.64818338,-79.40902208,1890,0.643217553,45.00
2015-06-10,TRUE,Roncesvalles,Apartment,Private room,Real Bed,strict_14_with_grace_period,4,1,1,1,1,0,9,15.00,5,65,81,3.22,43.64237778,-79.44730378,1216,0.684936731,39.00
2016-12-21,FALSE,Entertainment District,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,1,1,350,75,0.00,7,32,98,1.48,43.64463768,-79.37972511,656,0.694313126,120.00
2016-03-28,FALSE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,500,100,0.00,90,0,92,0,43.66484443,-79.3850613,924,0.664940375,74.00
2016-07-28,FALSE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,0,1,0,57.72810448,0.00,9,0,92,0,43.64841809,-79.38673921,802,0.654151605,150.00
2010-07-12,TRUE,The Annex,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,7,6,1,1,3,350,65,15.00,1,65,87,3.09,43.66776142,-79.40363775,3010,0.654151605,89.00
2016-02-01,FALSE,Downtown Toronto,Apartment,Shared room,Real Bed,flexible,1,1,1,1,2,0,57.72810448,0.00,1,0,92,0,43.66454735,-79.38343003,980,0.674915526,28.00
2016-12-22,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,1,1,1,500,60,10.00,1,11,98,0.51,43.64281379,-79.38085696,655,0.664940375,250.00
2015-11-17,FALSE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,45,2,1,1,1,350,60,20.00,2,45,93,2.15,43.64311951,-79.3884317,1056,0.857380442,120.00
2013-03-17,TRUE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,2,4,1,1,2,500,75,22.00,2,2,100,0.12,43.6397198,-79.39684234,2031,0.805421972,122.00
2011-10-26,TRUE,Palmerston/Little Italy,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,1,1,140,0,20.00,2,19,99,0.89,43.65889349,-79.42474554,2539,0.750769534,92.00
2014-01-11,TRUE,Pelmo Park,House,Private room,Real Bed,strict_14_with_grace_period,22,1,1,1,1,500,99,9.00,4,0,92,0,43.70825718,-79.52644033,1731,0.694313126,129.00
2016-05-11,FALSE,Parkdale,Apartment,Entire home/apt,Real Bed,moderate,1,4,1,1,2,0,10,6.00,1,191,90,8.9,43.63763212,-79.43030893,880,0.684936731,85.00
2016-12-22,FALSE,Bedford Park,Other,Private room,Real Bed,flexible,1,1,1,0,1,0,57.72810448,0.00,186,0,92,0,43.72774463,-79.41525729,655,0.492153407,30.00
2014-03-27,TRUE,Fashion District,Apartment,Entire home/apt,Real Bed,moderate,1,6,2,2,3,130,69,25.00,2,33,97,1.54,43.64300913,-79.40049798,1656,0.731778843,199.00
2013-02-03,TRUE,Little Portugal,House,Entire home/apt,Real Bed,strict_14_with_grace_period,13,4,1,2,3,500,95,0.00,3,37,99,1.73,43.64795538,-79.4240535,2073,0.703663971,300.00
2016-12-23,FALSE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,3,6,2,2,3,500,70,25.00,1,142,99,6.59,43.64161476,-79.38333139,654,0.750769534,195.00
2011-12-12,FALSE,Long Branch,Apartment,Private room,Real Bed,strict_14_with_grace_period,2,2,1,1,1,150,100,28.00,5,2,80,0.85,43.60047128,-79.52436237,2492,0.643217553,56.00
2013-07-15,FALSE,The Annex,Apartment,Private room,Real Bed,flexible,1,2,1,1,1,200,30,50.00,3,0,92,0,43.66753806,-79.41205946,1911,0.540691979,59.00
2016-10-31,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,2,4,1,1,2,399,85,24.00,2,107,96,4.98,43.64271722,-79.38183045,707,0.821636602,250.00
2016-06-27,FALSE,Palmerston/Little Italy,House,Private room,Real Bed,flexible,1,2,2,1,1,0,57.72810448,0.00,1,1,100,0.05,43.66080299,-79.42371844,833,0.55691431,74.00
2016-03-08,FALSE,Niagara,Apartment,Private room,Real Bed,flexible,1,2,1,1,1,0,57.72810448,0.00,1,1,100,0.11,43.63316909,-79.39915504,944,0.589558077,100.00
2012-06-07,TRUE,Dufferin Grove,Apartment,Private room,Real Bed,strict_14_with_grace_period,1,2,1,1,1,0,0,10.00,1,43,99,2.83,43.65150038,-79.44094788,2314,0.796838794,48.00
2016-07-07,FALSE,Garden District,Apartment,Entire home/apt,Real Bed,moderate,11,4,1,1,1,0,30,20.00,1,111,96,5.17,43.65940209,-79.38118588,823,0.875742681,58.00
2015-09-02,TRUE,Davisville,House,Private room,Real Bed,moderate,2,2,1,1,1,0,20,10.00,1,45,94,2.1,43.70059254,-79.38411025,1132,0.837016211,81.00
2015-07-02,TRUE,Humber Summit,Guest suite,Entire home/apt,Real Bed,moderate,3,4,1,0,2,150,30,11.00,3,80,96,3.74,43.75556016,-79.57016635,1194,0.857380442,52.00
2016-05-16,FALSE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,moderate,1,3,1,1,3,0,57.72810448,20.00,3,0,92,0,43.66022937,-79.38516985,875,0.654151605,100.00
2013-01-28,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,moderate,4,2,1,0,1,0,26,0.00,1,198,96,9.32,43.65873744,-79.38788643,2079,0.779336398,129.00
2012-11-05,FALSE,Garden District,House,Entire home/apt,Real Bed,strict_14_with_grace_period,3,2,1,0,1,0,100,0.00,28,6,100,0.45,43.65757851,-79.37114994,2163,0.674915526,85.00
2016-10-14,TRUE,Niagara,Apartment,Entire home/apt,Real Bed,moderate,1,4,1,2,2,750,75,45.00,2,4,100,0.19,43.64094669,-79.41772631,724,0.770066708,250.00
2015-08-15,TRUE,Corktown,Loft,Entire home/apt,Real Bed,moderate,1,2,1,1,1,350,45,100.00,2,18,98,0.87,43.65635391,-79.35749602,1150,0.674915526,212.00
2016-12-27,FALSE,Woburn,Apartment,Shared room,Pull-out Sofa,flexible,1,2,1,1,1,150,7,10.00,1,0,92,0,43.76420739,-79.20524086,650,0.605980562,27.00
2011-10-21,TRUE,Little Portugal,Apartment,Entire home/apt,Real Bed,flexible,2,6,1,2,3,0,6,20.00,1,4,100,3.33,43.65015726,-79.43414408,2544,0.770066708,215.00
2016-10-10,FALSE,Swansea,House,Private room,Real Bed,flexible,4,1,1,1,1,0,57.72810448,0.00,90,4,95,0.19,43.63935003,-79.47769328,728,0.63241182,45.00
2015-05-28,FALSE,Highland Creek,House,Private room,Real Bed,flexible,1,2,1,1,1,133,50,20.00,2,3,100,1.53,43.79431545,-79.17399138,1229,0.760408209,63.00
2016-04-26,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,5,1,2,3,300,80,15.00,1,54,94,2.6,43.64002127,-79.39891632,895,0.750769534,129.00
2012-04-12,TRUE,Niagara,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,6,4,1,1,1,300,49,10.00,1,10,94,0.48,43.63582123,-79.40438151,2370,0.684936731,300.00
2016-12-27,FALSE,Downtown Toronto,Apartment,Private room,Real Bed,flexible,1,2,1,1,1,150,50,0.00,2,0,92,0,43.64153817,-79.39324053,650,0.703663971,300.00
2016-12-27,FALSE,Richview,House,Entire home/apt,Real Bed,moderate,2,4,1,2,3,300,0,0.00,1,33,99,1.54,43.68365027,-79.53630615,650,0.892575204,89.00
2015-05-25,FALSE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,moderate,1,4,1,1,2,500,40,25.00,1,42,91,1.98,43.66132097,-79.38014714,1232,0.902599013,124.00
2016-07-24,TRUE,Downtown Toronto,Apartment,Private room,Real Bed,strict_14_with_grace_period,2,1,1,0,1,0,57.72810448,0.00,29,2,100,0.1,43.6673729,-79.37131408,806,0.605980562,35.00
2013-06-20,TRUE,Willowdale,Apartment,Private room,Real Bed,strict_14_with_grace_period,3,1,1,1,1,0,76,32.00,10,5,100,0.28,43.77000075,-79.4154354,1936,0.750769534,71.00
2014-02-07,TRUE,Willowdale,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,12,3,1,1,2,500,70,10.00,1,0,92,0,43.7568437,-79.40547117,1704,0.643217553,138.00
2010-12-18,TRUE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,6,2,2,3,500,65,0.00,2,104,97,5.2,43.64351441,-79.38985666,2851,0.703663971,225.00
2015-07-11,FALSE,Palmerston/Little Italy,House,Private room,Real Bed,flexible,1,2,1,1,1,0,15,0.00,1,1,92,0.43,43.65540372,-79.42622272,1185,0.589558077,65.00
2012-04-15,FALSE,Clairlea,House,Entire home/apt,Real Bed,flexible,1,4,1,1,2,0,60,10.00,2,14,99,0.91,43.71642826,-79.27708836,2367,0.664940375,75.00
